TEAM_ID,TEAM_NAME,EFG_PCT,NET_RATING,TS_PCT_RANK,OFF_RATING,Restricted Area_FG_PCT,Mid-Range_FG_PCT,FG3_PCT
1610612737,Atlanta Hawks,0.5,3.8,8,104.2,0.617,0.377,
1610612738,Boston Celtics,0.496,2.6,7,100.1,0.602,0.422,
1610612766,Charlotte Bobcats,0.439,-15.0,30,94.4,0.568,0.366,
1610612741,Chicago Bulls,0.49,8.8,19,106.3,0.585,0.388,
1610612739,Cleveland Cavaliers,0.463,-7.6,29,100.0,0.567,0.34,
1610612742,Dallas Mavericks,0.489,1.1,15,102.1,0.629,0.41,
1610612743,Denver Nuggets,0.516,3.2,3,108.3,0.619,0.378,
1610612765,Detroit Pistons,0.468,-5.0,26,100.0,0.569,0.369,
1610612744,Golden State Warriors,0.505,-3.4,5,103.9,0.601,0.416,
1610612745,Houston Rockets,0.492,0.2,14,104.2,0.619,0.406,
1610612754,Indiana Pacers,0.474,3.3,16,105.5,0.564,0.375,
1610612746,Los Angeles Clippers,0.502,2.7,12,107.5,0.639,0.39,
1610612747,Los Angeles Lakers,0.491,1.3,9,104.5,0.635,0.407,
1610612763,Memphis Grizzlies,0.473,2.2,24,102.8,0.6,0.382,
1610612748,Miami Heat,0.505,6.4,4,105.6,0.63,0.405,
1610612749,Milwaukee Bucks,0.481,0.4,20,104.5,0.584,0.394,
1610612750,Minnesota Timberwolves,0.477,-2.2,18,103.1,0.599,0.373,
1610612751,New Jersey Nets,0.473,-6.3,23,101.8,0.551,0.39,
1610612740,New Orleans Hornets,0.476,-4.0,22,99.9,0.585,0.399,
1610612752,New York Knicks,0.492,3.2,11,103.5,0.618,0.379,
1610612760,Oklahoma City Thunder,0.516,6.3,1,108.4,0.641,0.418,
1610612753,Orlando Magic,0.506,0.6,10,104.0,0.601,0.339,
1610612755,Philadelphia 76ers,0.48,4.6,25,102.7,0.602,0.4,
1610612756,Phoenix Suns,0.499,-0.1,6,105.2,0.64,0.405,
1610612757,Portland Trail Blazers,0.488,-0.9,13,104.4,0.583,0.395,
1610612758,Sacramento Kings,0.472,-5.8,27,102.9,0.598,0.357,
1610612759,San Antonio Spurs,0.528,7.7,2,110.0,0.64,0.407,
1610612761,Toronto Raptors,0.475,-3.9,21,99.6,0.609,0.368,
1610612762,Utah Jazz,0.481,0.5,17,105.5,0.634,0.355,
1610612764,Washington Wizards,0.472,-5.0,28,100.0,0.624,0.372,
